板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
主板,万向钱潮股份公司,"WANXIANG QIANCHAO CO.,LTD",浙江省杭州市萧山区万向路,000559,万向钱潮,1994-01-10,3303791344,2753037624,,,,0,0,华东,浙江,杭州市,C 制造业,www.wxqc.com.cn,-,-,-
主板,我爱我家控股集团股份有限公司,"5I5J HOLDING GROUP CO., LTD.",云南省昆明市东风西路1号,000560,我爱我家,1994-02-02,2355500851,2248225409,,,,0,0,西南,云南,昆明市,K 房地产,000560.5i5j.com,-,-,-
主板,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",陕西省宝鸡市清姜路72号,000561,烽火电子,1994-05-09,604692321,601978801,,,,0,0,西北,陕西,宝鸡市,C 制造业,www.fenghuo.cn,-,-,-
主板,陕西省国际信托股份有限公司,"SHAANXI INTERNATIONAL TRUST CO.,LTD.",陕西省西安市高新区科技路50号金桥国际广场C座,000563,陕国投Ａ,1994-01-10,5113970358,5113970358,,,,0,0,西北,陕西,西安市,J 金融业,www.siti.com.cn,-,-,-
主板,供销大集集团股份有限公司,"CCOOP GROUP CO.,LTD",陕西省西安市解放路103号,000564,ST大集,1994-01-10,19163777335,15181371403,,,,0,0,西北,陕西,西安市,F 批发零售,www.gongxiaodaji.com,-,-,-
主板,重庆三峡油漆股份有限公司,"CHONGQING SANXIA PAINTS CO.,LTD",重庆市江津区德感工业园区,000565,渝三峡Ａ,1994-04-08,433592220,433592220,,,,0,0,西南,重庆,重庆市,C 制造业,www.sanxia.com,-,-,-
主板,海南海药股份有限公司,"HAINAN HAIYAO CO.,LTD",海南省海口市秀英区南海大道192号,000566,海南海药,1994-05-25,1297365126,1165386641,,,,0,0,华南,海南,海口市,C 制造业,www.haiyao.com.cn,-,-,-
主板,海南海德资本管理股份有限公司,"HAINAN HAIDE CAPITAL MANAGEMENT CO., LTD.",海南省海口市海德路5号,000567,海德股份,1994-05-25,1347994590,1344779697,,,,0,0,华南,海南,海口市,J 金融业,www.000567.com,-,-,-
主板,泸州老窖股份有限公司,"LUZHOU LAO JIAO CO.,LTD",四川省泸州市国窖广场,000568,泸州老窖,1994-05-09,1471987769,1464519180,,,,0,0,西南,四川,泸州市,C 制造业,www.lzlj.com,-,-,-
主板,常柴股份有限公司,"CHANGCHAI COMPANY,LIMITED",江苏省常州市怀德中路123号,000570,苏常柴Ａ,1994-07-01,555692507,498874326,200570,苏常柴Ｂ,1996-09-13,150000000,150000000,华东,江苏,常州市,C 制造业,www.changchai.com.cn,-,-,-
主板,新大洲控股股份有限公司,"SUNDIRO HOLDING CO., LTD.",海南省海口市桂林洋经济开发区,000571,新大洲A,1994-05-25,814064000,814036325,,,,0,0,华南,海南,海口市,S 综合,www.sundiro.com,-,-,-
主板,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",海南省海口市金盘工业区金盘路12-8号,000572,海马汽车,1994-08-08,1644636426,1642155224,,,,0,0,华南,海南,海口市,C 制造业,www.haima.com,-,-,-
主板,东莞宏远工业区股份有限公司,"DongGuan Winnerway Industrial Zone Co., Ltd.",广东省东莞市南城区宏远工业区,000573,粤宏远Ａ,1994-08-15,638280604,632918427,,,,0,0,华南,广东,东莞市,K 房地产,www.winnerway.com.cn,-,-,-
主板,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",广东省江门市甘化路62号,000576,甘化科工,1994-09-07,442631734,430479489,,,,0,0,华南,广东,江门市,C 制造业,www.gdganhua.com,-,-,-
主板,无锡威孚高科技集团股份有限公司,"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.",江苏省无锡国家高新技术产业开发区华山路5号,000581,威孚高科,1998-09-24,830199793,824080063,200581,苏威孚Ｂ,1995-09-11,172380000,172380000,华东,江苏,无锡市,C 制造业,www.weifu.com.cn,-,-,-
主板,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",广西壮族自治区北海市海角路145号,000582,北部湾港,1995-11-02,1772007338,1409716150,,,,0,0,华南,广西,北海市,G 运输仓储,www.bbwport.cn,-,-,-
主板,江苏哈工智能机器人股份有限公司,"JIANGSU HAGONG INTELLIGENT ROBOT CO.,LTD",江苏省江阴市临港街道双良路15号,000584,ST工智,1995-11-28,760937577,749228302,,,,0,0,华东,江苏,无锡市,C 制造业,www.hgzn.com,-,-,-
主板,四川汇源光通信股份有限公司,"SICHUAN HUIYUAN OPTICAL COMMUNICATIONS CO.,LTD.",四川省成都市高新西区西芯大道5号,000586,汇源通信,1995-12-20,193440000,193440000,,,,0,0,西南,四川,成都市,C 制造业,www.schy.com.cn,-,-,-
主板,贵州轮胎股份有限公司,"GUI ZHOU TYRE CO., LTD.",贵州省贵阳市云岩区百花大道41号,000589,贵州轮胎,1996-03-08,1198210205,1164539705,,,,0,0,西南,贵州,贵阳市,C 制造业,www.gztyre.com,-,-,-
主板,启迪药业集团股份公司,"TUS-PHARMACEUTICAL GROUP CO., LTD.",湖南省衡阳市高新区杨柳路33号,000590,启迪药业,1996-01-19,239471267,239376227,,,,0,0,华中,湖南,衡阳市,C 制造业,www.tuspharma.cn,-,-,-
主板,中节能太阳能股份有限公司,"CECEP Solar Energy Co.,Ltd.",重庆市渝中区中山三路131号希尔顿商务中心19楼G,000591,太阳能,1996-02-08,3909227441,3595164818,,,,0,0,西南,重庆,重庆市,D 水电煤气,www.cecsec.cn,-,-,-
主板,中福海峡（平潭）发展股份有限公司,ZHONGFU STRAITS (PINGTAN) DEVELOPMENT COMPANY LIMITED,福建省平潭综合实验区北厝镇金井湾大道中福广场四层,000592,平潭发展,1996-03-27,1931780892,1913936915,,,,0,0,华东,福建,福州市,A 农林牧渔,www.000592.com,-,-,-
主板,德龙汇能集团股份有限公司,"DELONG  COMPOSITE  ENERGY  GROUP  CO., LTD",四川省成都市建设路55号,000593,德龙汇能,1996-03-12,358631009,358456319,,,,0,0,西南,四川,成都市,D 水电煤气,www.dlceg.com,-,-,-
主板,宝塔实业股份有限公司,BAOTA INDUSTRY CO.，LTD.,宁夏回族自治区银川市西夏区北京西路630号,000595,宝塔实业,1996-04-19,1138656366,1138217668,,,,0,0,西北,宁夏,银川市,C 制造业,www.nxz.com.cn,-,-,-
主板,安徽古井贡酒股份有限公司,"ANHUI GUJING DISTILLERY CO.,LTD",安徽省亳州市古井镇,000596,古井贡酒,1996-09-27,408600000,408600000,200596,古井贡Ｂ,1996-06-12,120000000,120000000,华东,安徽,亳州市,C 制造业,www.gujing.com,-,-,-
主板,东北制药集团股份有限公司,"NORTHEAST PHARMACEUTICAL GROUP CO.,LTD",辽宁省沈阳经济技术开发区昆明湖街8号,000597,东北制药,1996-05-23,1434316265,1369433736,,,,0,0,东北,辽宁,沈阳市,C 制造业,www.nepharm.com.cn,-,-,-
